vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point,avg_relative_humidity_in_percent,delay_indicator
Queen of Alberni,2017/3/15,17:45:00,8.6,7.65,94,0
Queen of Surrey,2017/3/15,18:50:00,8.7,7.95,95,0
Queen of Coquitlam,2017/3/15,19:50:00,8.95,8,93.5,0
Queen of Cowichan,2017/3/15,19:00:00,8.95,8,93.5,0
Queen of imo,2017/3/15,19:20:00,8.95,8,93.5,0
Spirit of British Columbia,2017/3/15,19:00:00,8.95,8,93.5,0
Queen of Alberni,2017/3/15,20:15:00,8.85,7.1,88.5,0
Coastal Inspiration,2017/3/15,20:15:00,8.85,7.1,88.5,0
Queen of Surrey,2017/3/15,20:45:00,8.85,7.1,88.5,0
Spirit of Vancouver Island,2017/3/15,21:00:00,8.5,6.15,85,0
Queen of Oak Bay,2017/3/15,21:00:00,8.5,6.15,85,1
Queen of Alberni,2017/3/15,22:45:00,7.95,6.1,88,0
Coastal Inspiration,2017/3/15,22:45:00,7.95,6.1,88,0
Queen of Alberni,2017/3/16,5:15:00,5,3.1,88,0
Coastal Inspiration,2017/3/16,5:15:00,5,3.1,88,0
Queen of Surrey,2017/3/16,6:20:00,5.5,3.45,87,0
Queen of Cowichan,2017/3/16,6:30:00,5.5,3.45,87,0
Spirit of British Columbia,2017/3/16,7:00:00,5.8,3.6,86,0
Queen of Alberni,2017/3/16,7:45:00,5.8,3.6,86,0
Queen of Coquitlam,2017/3/16,7:20:00,5.8,3.6,86,0
Coastal Inspiration,2017/3/16,7:45:00,5.8,3.6,86,0
Queen of Oak Bay,2017/3/16,8:30:00,6,3.8,86,0
Queen of Surrey,2017/3/16,8:25:00,6,3.8,86,0
Spirit of Vancouver Island,2017/3/16,9:00:00,6.25,4.1,86.5,0
Queen of Coquitlam,2017/3/16,9:25:00,6.25,4.1,86.5,0
Queen of Surrey,2017/3/16,10:25:00,6.45,4.2,86,1
Queen of Cowichan,2017/3/16,10:30:00,6.45,4.2,86,0
Queen of Alberni,2017/3/16,10:15:00,6.45,4.2,86,0
Coastal Inspiration,2017/3/16,10:15:00,6.45,4.2,86,0
Queen of imo,2017/3/16,10:10:00,6.45,4.2,86,0
Spirit of British Columbia,2017/3/16,11:00:00,6.55,4.15,84.5,0
Queen of Coquitlam,2017/3/16,11:25:00,6.55,4.15,84.5,0
Queen of Surrey,2017/3/16,12:35:00,6.75,4.15,83.5,0
Coastal Inspiration,2017/3/16,12:45:00,6.75,4.15,83.5,0
Queen of Alberni,2017/3/16,12:45:00,6.75,4.15,83.5,0
Queen of Oak Bay,2017/3/16,12:30:00,6.75,4.15,83.5,1
Queen of Coquitlam,2017/3/16,13:35:00,7.35,4.45,82,0
Spirit of Vancouver Island,2017/3/16,13:00:00,7.35,4.45,82,0
Coastal Celebration,2017/3/16,14:00:00,7.35,4.85,84,0
Queen of Surrey,2017/3/16,14:45:00,7.35,4.85,84,0
Queen of Alberni,2017/3/16,15:15:00,6.85,5.3,89.5,0
Queen of Cowichan,2017/3/16,15:00:00,6.85,5.3,89.5,0
Spirit of British Columbia,2017/3/16,15:00:00,6.85,5.3,89.5,0
Queen of Coquitlam,2017/3/16,15:45:00,6.85,5.3,89.5,1
Coastal Inspiration,2017/3/16,15:15:00,6.85,5.3,89.5,0
Queen of Surrey,2017/3/16,16:50:00,6.6,5.35,91.5,0
Queen of Alberni,2017/3/16,17:45:00,6.4,5.2,92,0
Coastal Inspiration,2017/3/16,17:45:00,6.4,5.2,92,1
Queen of Oak Bay,2017/3/16,17:00:00,6.4,5.2,92,1
Spirit of Vancouver Island,2017/3/16,17:00:00,6.4,5.2,92,0
Queen of Coquitlam,2017/3/16,17:50:00,6.4,5.2,92,0
Queen of Surrey,2017/3/16,18:50:00,6.35,5,91,0
Coastal Celebration,2017/3/16,18:00:00,6.35,5,91,0
Spirit of British Columbia,2017/3/16,19:00:00,6.2,4.6,89.5,0
Queen of Cowichan,2017/3/16,19:00:00,6.2,4.6,89.5,1
Queen of imo,2017/3/16,19:20:00,6.2,4.6,89.5,0
Queen of Coquitlam,2017/3/16,19:50:00,6.2,4.6,89.5,0
Queen of Surrey,2017/3/16,20:45:00,6.05,4.5,90,1
Coastal Inspiration,2017/3/16,20:15:00,6.05,4.5,90,1
Queen of Alberni,2017/3/16,20:15:00,6.05,4.5,90,0
Spirit of Vancouver Island,2017/3/16,21:00:00,6.3,4.7,90,0
Queen of Oak Bay,2017/3/16,21:00:00,6.3,4.7,90,1
Queen of Alberni,2017/3/16,22:45:00,6.45,4.6,88.5,0
Coastal Inspiration,2017/3/16,22:45:00,6.45,4.6,88.5,1
Queen of Alberni,2017/3/17,5:15:00,5.7,3.85,88,0
Coastal Inspiration,2017/3/17,5:15:00,5.7,3.85,88,0
Queen of Cowichan,2017/3/17,6:30:00,5.85,3.75,86.5,0
Queen of Surrey,2017/3/17,6:20:00,5.85,3.75,86.5,0
Coastal Inspiration,2017/3/17,7:45:00,6.05,3.7,85,0
Spirit of British Columbia,2017/3/17,7:00:00,6.05,3.7,85,0
Queen of Coquitlam,2017/3/17,7:20:00,6.05,3.7,85,0
Queen of Alberni,2017/3/17,7:45:00,6.05,3.7,85,0
Queen of Surrey,2017/3/17,8:25:00,6.4,3.6,82.5,0
Queen of Oak Bay,2017/3/17,8:30:00,6.4,3.6,82.5,0
Queen of Coquitlam,2017/3/17,9:25:00,6.7,3.7,81,0
Spirit of Vancouver Island,2017/3/17,9:00:00,6.7,3.7,81,0
Queen of Cowichan,2017/3/17,10:30:00,7.25,3.9,79,0
Queen of imo,2017/3/17,10:10:00,7.25,3.9,79,0
Queen of Alberni,2017/3/17,10:15:00,7.25,3.9,79,0
Coastal Inspiration,2017/3/17,10:15:00,7.25,3.9,79,0
Queen of Surrey,2017/3/17,10:25:00,7.25,3.9,79,0
Queen of Coquitlam,2017/3/17,11:25:00,7.6,4.05,78.5,0
Spirit of British Columbia,2017/3/17,11:00:00,7.6,4.05,78.5,0
Queen of Surrey,2017/3/17,12:35:00,7.6,4.25,79.5,0
Coastal Inspiration,2017/3/17,12:45:00,7.6,4.25,79.5,1
Queen of Oak Bay,2017/3/17,12:30:00,7.6,4.25,79.5,1
Queen of New Westminster,2017/3/17,12:00:00,7.6,4.25,79.5,0
Queen of Alberni,2017/3/17,12:45:00,7.6,4.25,79.5,0
Spirit of Vancouver Island,2017/3/17,13:00:00,7.6,4.45,80.5,0
Queen of Coquitlam,2017/3/17,13:35:00,7.6,4.45,80.5,0
Queen of Surrey,2017/3/17,14:45:00,7.1,4.8,85.5,1
Coastal Celebration,2017/3/17,14:00:00,7.1,4.8,85.5,0
Queen of Cowichan,2017/3/17,15:00:00,6.1,4.5,89.5,1
Queen of Alberni,2017/3/17,15:15:00,6.1,4.5,89.5,0
Coastal Inspiration,2017/3/17,15:15:00,6.1,4.5,89.5,0
Spirit of British Columbia,2017/3/17,15:00:00,6.1,4.5,89.5,0
Queen of Coquitlam,2017/3/17,15:45:00,6.1,4.5,89.5,0
Queen of Surrey,2017/3/17,16:50:00,5.45,4.15,91,1
Queen of New Westminster,2017/3/17,16:00:00,5.45,4.15,91,0
Spirit of Vancouver Island,2017/3/17,17:00:00,5.25,4.2,93,0
Queen of Alberni,2017/3/17,17:45:00,5.25,4.2,93,0
Queen of Coquitlam,2017/3/17,17:50:00,5.25,4.2,93,0
Coastal Inspiration,2017/3/17,17:45:00,5.25,4.2,93,0
Queen of Oak Bay,2017/3/17,17:00:00,5.25,4.2,93,1
Queen of Surrey,2017/3/17,18:50:00,5.1,4.1,93.5,1
Coastal Celebration,2017/3/17,18:00:00,5.1,4.1,93.5,0
Queen of Cowichan,2017/3/17,19:00:00,5,4.05,93.5,1
Spirit of British Columbia,2017/3/17,19:00:00,5,4.05,93.5,0
Queen of imo,2017/3/17,19:20:00,5,4.05,93.5,1
Queen of Coquitlam,2017/3/17,19:50:00,5,4.05,93.5,0
Queen of Surrey,2017/3/17,20:45:00,5.1,4.25,94.5,1
Queen of Alberni,2017/3/17,20:15:00,5.1,4.25,94.5,0
Coastal Inspiration,2017/3/17,20:15:00,5.1,4.25,94.5,0
Spirit of Vancouver Island,2017/3/17,21:00:00,5.2,4.45,95,0
Queen of Oak Bay,2017/3/17,21:00:00,5.2,4.45,95,1
Coastal Inspiration,2017/3/17,22:45:00,5.2,4.35,94,0
Queen of Alberni,2017/3/17,22:45:00,5.2,4.35,94,0
Queen of Alberni,2017/3/18,5:15:00,5.6,4.75,94,0
Coastal Inspiration,2017/3/18,5:15:00,5.6,4.75,94,0
Queen of Surrey,2017/3/18,6:20:00,5.8,4.4,91,0
Queen of Cowichan,2017/3/18,6:30:00,5.8,4.4,91,0
Spirit of British Columbia,2017/3/18,7:00:00,6.05,4.55,90.5,0
Coastal Inspiration,2017/3/18,7:45:00,6.05,4.55,90.5,0
Queen of Alberni,2017/3/18,7:45:00,6.05,4.55,90.5,0
Queen of Coquitlam,2017/3/18,7:20:00,6.05,4.55,90.5,0
Queen of Oak Bay,2017/3/18,8:30:00,6.3,4.55,89,1
Queen of Surrey,2017/3/18,8:25:00,6.3,4.55,89,0
Queen of imo,2017/3/18,8:35:00,6.3,4.55,89,0
Spirit of Vancouver Island,2017/3/18,9:00:00,6.65,4.3,85,0
Queen of Coquitlam,2017/3/18,9:25:00,6.65,4.3,85,0
Queen of Alberni,2017/3/18,10:15:00,7.25,4.2,81,0
Queen of Surrey,2017/3/18,10:25:00,7.25,4.2,81,1
Coastal Celebration,2017/3/18,10:00:00,7.25,4.2,81,0
Coastal Inspiration,2017/3/18,10:15:00,7.25,4.2,81,0
Queen of Cowichan,2017/3/18,10:30:00,7.25,4.2,81,0
Spirit of British Columbia,2017/3/18,11:00:00,6.95,3,76,0
Queen of Coquitlam,2017/3/18,11:25:00,6.95,3,76,0
Queen of Surrey,2017/3/18,12:35:00,6.65,1.35,69,0
Coastal Inspiration,2017/3/18,12:45:00,6.65,1.35,69,0
Queen of Alberni,2017/3/18,12:45:00,6.65,1.35,69,0
Queen of imo,2017/3/18,12:15:00,6.65,1.35,69,0
Queen of Oak Bay,2017/3/18,12:30:00,6.65,1.35,69,1
Spirit of Vancouver Island,2017/3/18,13:00:00,7.65,0.75,62,1
Queen of Coquitlam,2017/3/18,13:35:00,7.65,0.75,62,0
Queen of Surrey,2017/3/18,14:45:00,8.45,0.6,58,0
Spirit of British Columbia,2017/3/18,15:00:00,8.8,0.85,57.5,1
Coastal Inspiration,2017/3/18,15:15:00,8.8,0.85,57.5,0
Queen of Alberni,2017/3/18,15:15:00,8.8,0.85,57.5,0
Queen of Cowichan,2017/3/18,15:00:00,8.8,0.85,57.5,0
Queen of Coquitlam,2017/3/18,15:45:00,8.8,0.85,57.5,0
Queen of Surrey,2017/3/18,16:50:00,8.85,0.65,56.5,0
Queen of Coquitlam,2017/3/18,17:50:00,7.9,0.55,60,0
Coastal Inspiration,2017/3/18,17:45:00,7.9,0.55,60,0
Queen of Alberni,2017/3/18,17:45:00,7.9,0.55,60,0
Queen of Oak Bay,2017/3/18,17:00:00,7.9,0.55,60,1
Spirit of Vancouver Island,2017/3/18,17:00:00,7.9,0.55,60,0
Queen of Surrey,2017/3/18,18:50:00,6.5,1.15,68.5,0
Queen of Coquitlam,2017/3/18,19:50:00,6.05,0.75,68.5,0
Spirit of British Columbia,2017/3/18,19:00:00,6.05,0.75,68.5,1
Queen of Cowichan,2017/3/18,19:00:00,6.05,0.75,68.5,0
Queen of imo,2017/3/18,20:45:00,5.95,-0.1,65,1
Queen of Surrey,2017/3/18,20:45:00,5.95,-0.1,65,0
Queen of Oak Bay,2017/3/18,21:00:00,5.45,-0.4,66,1
Spirit of Vancouver Island,2017/3/18,21:00:00,5.45,-0.4,66,0
Queen of Surrey,2017/3/19,6:20:00,3.3,1.55,88,0
Queen of Cowichan,2017/3/19,6:30:00,3.3,1.55,88,0
Queen of Coquitlam,2017/3/19,7:20:00,4.1,2,86.5,0
Spirit of British Columbia,2017/3/19,7:00:00,4.1,2,86.5,0
Queen of Oak Bay,2017/3/19,8:30:00,4.95,2.6,85,0
Queen of Surrey,2017/3/19,8:25:00,4.95,2.6,85,0
Queen of Coquitlam,2017/3/19,9:25:00,6.4,3.1,79.5,0
Spirit of Vancouver Island,2017/3/19,9:00:00,6.4,3.1,79.5,0
Queen of Cowichan,2017/3/19,10:30:00,7.9,3.35,73,0
Queen of Surrey,2017/3/19,10:25:00,7.9,3.35,73,0
Queen of Alberni,2017/3/19,10:15:00,7.9,3.35,73,0
Coastal Inspiration,2017/3/19,10:15:00,7.9,3.35,73,0
Queen of Coquitlam,2017/3/19,11:25:00,8.2,2.9,69.5,0
Queen of imo,2017/3/19,11:10:00,8.2,2.9,69.5,0
Spirit of British Columbia,2017/3/19,11:00:00,8.2,2.9,69.5,0
Queen of Alberni,2017/3/19,12:45:00,8.8,2.15,63,0
Queen of Surrey,2017/3/19,12:35:00,8.8,2.15,63,0
Coastal Inspiration,2017/3/19,12:45:00,8.8,2.15,63,0
Queen of Oak Bay,2017/3/19,12:30:00,8.8,2.15,63,1
Queen of New Westminster,2017/3/19,12:00:00,8.8,2.15,63,0
Spirit of Vancouver Island,2017/3/19,13:00:00,9,1.3,58,0
Queen of Coquitlam,2017/3/19,13:35:00,9,1.3,58,0
Coastal Celebration,2017/3/19,14:00:00,8.95,-0.4,52,0
Queen of Surrey,2017/3/19,14:45:00,8.95,-0.4,52,0
Queen of Coquitlam,2017/3/19,15:45:00,9.4,-0.15,51.5,0
Queen of Cowichan,2017/3/19,15:00:00,9.4,-0.15,51.5,0
Queen of Alberni,2017/3/19,15:15:00,9.4,-0.15,51.5,0
Spirit of British Columbia,2017/3/19,15:00:00,9.4,-0.15,51.5,0
Coastal Inspiration,2017/3/19,15:15:00,9.4,-0.15,51.5,0
Queen of Surrey,2017/3/19,16:50:00,9.15,1.55,59,1
Queen of New Westminster,2017/3/19,16:00:00,9.15,1.55,59,0
Queen of Coquitlam,2017/3/19,17:50:00,8.15,2.1,66,0
Queen of Oak Bay,2017/3/19,17:00:00,8.15,2.1,66,1
Queen of Alberni,2017/3/19,17:45:00,8.15,2.1,66,0
Coastal Inspiration,2017/3/19,17:45:00,8.15,2.1,66,0
Spirit of Vancouver Island,2017/3/19,17:00:00,8.15,2.1,66,0
Queen of imo,2017/3/19,18:40:00,7.1,2.3,72,0
Coastal Celebration,2017/3/19,18:00:00,7.1,2.3,72,0
Queen of Surrey,2017/3/19,18:50:00,7.1,2.3,72,1
Queen of Coquitlam,2017/3/19,19:50:00,6.1,1.4,72,0
Spirit of British Columbia,2017/3/19,19:00:00,6.1,1.4,72,0
Queen of Cowichan,2017/3/19,19:00:00,6.1,1.4,72,1
Queen of Surrey,2017/3/19,20:45:00,5.45,1,73,1
Coastal Inspiration,2017/3/19,20:15:00,5.45,1,73,0
Queen of Alberni,2017/3/19,20:15:00,5.45,1,73,0
Spirit of Vancouver Island,2017/3/19,21:00:00,4.65,0.65,75.5,0
Queen of imo,2017/3/19,21:35:00,4.65,0.65,75.5,0
Queen of Oak Bay,2017/3/19,21:00:00,4.65,0.65,75.5,1
Queen of Alberni,2017/3/19,22:45:00,3.55,-0.25,76.5,0
Coastal Inspiration,2017/3/19,22:45:00,3.55,-0.25,76.5,0
Queen of Alberni,2017/3/20,5:15:00,1.15,-1.45,83,0
Coastal Inspiration,2017/3/20,5:15:00,1.15,-1.45,83,0
Queen of Cowichan,2017/3/20,6:30:00,2.1,-1,80,0
Queen of Coquitlam,2017/3/20,6:20:00,2.1,-1,80,0
Spirit of British Columbia,2017/3/20,7:00:00,3.35,-0.9,73.5,0
Queen of Alberni,2017/3/20,7:45:00,3.35,-0.9,73.5,0
Island Sky,2017/3/20,7:00:00,3.35,-0.9,73.5,1
Coastal Inspiration,2017/3/20,7:45:00,3.35,-0.9,73.5,0
Queen of Oak Bay,2017/3/20,8:30:00,4.8,-0.5,68.5,0
Queen of Coquitlam,2017/3/20,8:25:00,4.8,-0.5,68.5,1
Island Sky,2017/3/20,9:10:00,6.1,0,65,0
Spirit of Vancouver Island,2017/3/20,9:00:00,6.1,0,65,0
Queen of Coquitlam,2017/3/20,10:25:00,6.75,-1,58,1
Queen of imo,2017/3/20,10:10:00,6.75,-1,58,0
Queen of Alberni,2017/3/20,10:15:00,6.75,-1,58,0
Coastal Inspiration,2017/3/20,10:15:00,6.75,-1,58,0
Queen of Cowichan,2017/3/20,10:30:00,6.75,-1,58,0
Island Sky,2017/3/20,11:20:00,8.55,0.05,55.5,1
Spirit of British Columbia,2017/3/20,11:00:00,8.55,0.05,55.5,0
Queen of Oak Bay,2017/3/20,12:30:00,9.45,1.15,56.5,1
Queen of Coquitlam,2017/3/20,12:35:00,9.45,1.15,56.5,1
Coastal Inspiration,2017/3/20,12:45:00,9.45,1.15,56.5,0
Queen of Alberni,2017/3/20,12:45:00,9.45,1.15,56.5,0
Island Sky,2017/3/20,13:30:00,8.8,0.5,56,1
Spirit of Vancouver Island,2017/3/20,13:00:00,8.8,0.5,56,0
Coastal Reissance,2017/3/20,14:00:00,8.6,1.05,59,1
Queen of Coquitlam,2017/3/20,14:45:00,8.6,1.05,59,1
Queen of Alberni,2017/3/20,15:15:00,8.4,0.9,59.5,0
Coastal Inspiration,2017/3/20,15:15:00,8.4,0.9,59.5,0
Queen of Cowichan,2017/3/20,15:00:00,8.4,0.9,59.5,0
Island Sky,2017/3/20,15:45:00,8.4,0.9,59.5,1
Spirit of British Columbia,2017/3/20,15:00:00,8.4,0.9,59.5,1
Queen of Coquitlam,2017/3/20,16:50:00,8.55,0.95,59,1
Coastal Inspiration,2017/3/20,17:45:00,8.7,1,58.5,0
Island Sky,2017/3/20,17:55:00,8.7,1,58.5,1
Queen of Oak Bay,2017/3/20,17:00:00,8.7,1,58.5,0
Spirit of Vancouver Island,2017/3/20,17:00:00,8.7,1,58.5,0
Queen of Alberni,2017/3/20,17:45:00,8.7,1,58.5,0
Queen of Coquitlam,2017/3/20,18:50:00,8.6,0.7,57.5,1
Spirit of British Columbia,2017/3/20,19:00:00,8.65,2,63,0
Queen of imo,2017/3/20,19:20:00,8.65,2,63,0
Queen of Cowichan,2017/3/20,19:00:00,8.65,2,63,1
Queen of Alberni,2017/3/20,20:15:00,9.3,2.5,62.5,0
Coastal Inspiration,2017/3/20,20:15:00,9.3,2.5,62.5,0
Island Sky,2017/3/20,20:10:00,9.3,2.5,62.5,1
Queen of Coquitlam,2017/3/20,20:45:00,9.3,2.5,62.5,1
Spirit of Vancouver Island,2017/3/20,21:00:00,9.15,2.05,61,0
Queen of Oak Bay,2017/3/20,21:00:00,9.15,2.05,61,0
Queen of Alberni,2017/3/20,22:45:00,8.35,2.6,67,0
Coastal Inspiration,2017/3/20,22:45:00,8.35,2.6,67,0
Coastal Inspiration,2017/3/21,5:15:00,6.55,4.2,85.5,0
Queen of Alberni,2017/3/21,5:15:00,6.55,4.2,85.5,0
Queen of Cowichan,2017/3/21,6:30:00,6.3,5.1,92.5,0
Queen of Coquitlam,2017/3/21,6:20:00,6.3,5.1,92.5,0
Coastal Inspiration,2017/3/21,7:45:00,6.45,5.55,94.5,0
Spirit of British Columbia,2017/3/21,7:00:00,6.45,5.55,94.5,0
Queen of Alberni,2017/3/21,7:45:00,6.45,5.55,94.5,0
Island Sky,2017/3/21,7:00:00,6.45,5.55,94.5,0
Queen of Oak Bay,2017/3/21,8:30:00,6.5,5.75,95,0
Queen of Coquitlam,2017/3/21,8:25:00,6.5,5.75,95,1
Island Sky,2017/3/21,9:10:00,7.05,6.3,95,0
Spirit of Vancouver Island,2017/3/21,9:00:00,7.05,6.3,95,0
Queen of Alberni,2017/3/21,10:15:00,7.75,6.75,93.5,0
Queen of Cowichan,2017/3/21,10:30:00,7.75,6.75,93.5,0
Coastal Inspiration,2017/3/21,10:15:00,7.75,6.75,93.5,0
Queen of Coquitlam,2017/3/21,10:25:00,7.75,6.75,93.5,1
Queen of imo,2017/3/21,10:10:00,7.75,6.75,93.5,0
Spirit of British Columbia,2017/3/21,11:00:00,8.1,6.8,91.5,0
Island Sky,2017/3/21,11:20:00,8.1,6.8,91.5,0
Coastal Inspiration,2017/3/21,12:45:00,8.2,6.8,91,0
Queen of Coquitlam,2017/3/21,12:35:00,8.2,6.8,91,1
Queen of Alberni,2017/3/21,12:45:00,8.2,6.8,91,0
Queen of Oak Bay,2017/3/21,12:30:00,8.2,6.8,91,0
Island Sky,2017/3/21,13:30:00,8.15,6.95,92,1
Spirit of Vancouver Island,2017/3/21,13:00:00,8.15,6.95,92,0
Queen of Coquitlam,2017/3/21,14:45:00,8.45,7.35,93,1
Island Sky,2017/3/21,15:45:00,9.15,7.95,93,1
Spirit of British Columbia,2017/3/21,15:00:00,9.15,7.95,93,1
Coastal Inspiration,2017/3/21,15:15:00,9.15,7.95,93,0
Queen of Alberni,2017/3/21,15:15:00,9.15,7.95,93,0
Queen of Cowichan,2017/3/21,15:00:00,9.15,7.95,93,0
Queen of Coquitlam,2017/3/21,16:50:00,9.5,8.3,93,1
Spirit of Vancouver Island,2017/3/21,17:00:00,9.3,8.15,93,1
Queen of Oak Bay,2017/3/21,17:00:00,9.3,8.15,93,0
Coastal Inspiration,2017/3/21,17:45:00,9.3,8.15,93,1
Island Sky,2017/3/21,17:55:00,9.3,8.15,93,1
Queen of Alberni,2017/3/21,17:45:00,9.3,8.15,93,0
Queen of Coquitlam,2017/3/21,18:50:00,8.95,8,94,1
Queen of imo,2017/3/21,19:20:00,8.65,7.9,95.5,0
Queen of Cowichan,2017/3/21,19:00:00,8.65,7.9,95.5,0
Spirit of British Columbia,2017/3/21,19:00:00,8.65,7.9,95.5,0
Queen of Alberni,2017/3/21,20:15:00,8.35,7.7,96,0
Coastal Inspiration,2017/3/21,20:15:00,8.35,7.7,96,0
Island Sky,2017/3/21,20:10:00,8.35,7.7,96,0
Queen of Coquitlam,2017/3/21,20:45:00,8.35,7.7,96,1
Spirit of Vancouver Island,2017/3/21,21:00:00,8.2,7.65,96.5,0
Queen of Oak Bay,2017/3/21,21:00:00,8.2,7.65,96.5,0
Coastal Inspiration,2017/3/21,22:45:00,8.3,7.75,96.5,0
Queen of Alberni,2017/3/21,22:45:00,8.3,7.75,96.5,0
Queen of Alberni,2017/3/22,5:15:00,8.55,7.2,91.5,0
Spirit of British Columbia,2017/3/22,7:00:00,10.1,6.9,80.5,0
Coastal Inspiration,2017/3/22,7:45:00,10.1,6.9,80.5,0
Coastal Reissance,2017/3/22,9:00:00,9.65,7.6,87.5,0
Queen of Alberni,2017/3/22,10:15:00,9.5,7.75,89,0
Queen of imo,2017/3/22,10:10:00,9.5,7.75,89,0
Spirit of British Columbia,2017/3/22,11:00:00,9.3,7.5,89,0
Coastal Inspiration,2017/3/22,12:45:00,9.6,7.1,85,0
Coastal Reissance,2017/3/22,13:00:00,10.35,7.05,80,0
Spirit of British Columbia,2017/3/22,15:00:00,11.3,6.7,73,0
Queen of Alberni,2017/3/22,15:15:00,11.3,6.7,73,0
Coastal Reissance,2017/3/22,17:00:00,9.7,7.5,86,0
Coastal Inspiration,2017/3/22,17:45:00,9.7,7.5,86,0
Spirit of British Columbia,2017/3/22,19:00:00,9.05,3.9,70.5,1
Queen of imo,2017/3/22,19:20:00,9.05,3.9,70.5,1
Queen of Alberni,2017/3/22,20:15:00,8,3,70.5,0
Coastal Reissance,2017/3/22,21:00:00,7.55,2.7,71,0
Coastal Inspiration,2017/3/22,22:45:00,7.25,3.55,77.5,0
Coastal Inspiration,2017/3/23,5:15:00,6.65,5.2,90.5,0
Queen of Coquitlam,2017/3/23,6:20:00,6.6,5.25,91,0
Queen of Cowichan,2017/3/23,6:30:00,6.6,5.25,91,0
Island Sky,2017/3/23,7:00:00,6.55,5.3,91.5,0
Queen of Alberni,2017/3/23,7:45:00,6.55,5.3,91.5,0
Queen of Coquitlam,2017/3/23,8:25:00,6.65,5.25,90.5,1
Queen of Oak Bay,2017/3/23,8:30:00,6.65,5.25,90.5,0
Island Sky,2017/3/23,9:10:00,6.95,5.1,88,0
Coastal Inspiration,2017/3/23,10:15:00,7.3,4.9,85,0
Queen of Cowichan,2017/3/23,10:30:00,7.3,4.9,85,0
Queen of Coquitlam,2017/3/23,10:25:00,7.3,4.9,85,1
Island Sky,2017/3/23,11:20:00,8,5.35,83.5,1
Queen of Oak Bay,2017/3/23,12:30:00,8.9,5.55,80,0
Queen of Alberni,2017/3/23,12:45:00,8.9,5.55,80,0
Queen of Coquitlam,2017/3/23,12:35:00,8.9,5.55,80,1
Island Sky,2017/3/23,13:30:00,9.5,5.6,77,1
Queen of Coquitlam,2017/3/23,14:45:00,10.05,5.9,75.5,1
Queen of Cowichan,2017/3/23,15:00:00,10.15,5.9,75,0
Coastal Inspiration,2017/3/23,15:15:00,10.15,5.9,75,0
Island Sky,2017/3/23,15:45:00,10.15,5.9,75,1
Queen of Coquitlam,2017/3/23,16:50:00,9.65,5.9,77.5,1
Queen of Oak Bay,2017/3/23,17:00:00,9.05,5.8,80,1
Island Sky,2017/3/23,17:55:00,9.05,5.8,80,1
Queen of Alberni,2017/3/23,17:45:00,9.05,5.8,80,0
Queen of Coquitlam,2017/3/23,18:50:00,8.3,6,85.5,1
Queen of Cowichan,2017/3/23,19:00:00,7.9,6.15,89,1
Coastal Inspiration,2017/3/23,20:15:00,7.65,6.05,90,0
Island Sky,2017/3/23,20:10:00,7.65,6.05,90,1
Queen of Oak Bay,2017/3/23,21:00:00,7.25,5.9,91,1
Queen of Alberni,2017/3/23,22:45:00,6.9,5.5,90.5,0
Coastal Inspiration,2017/3/24,5:15:00,6.85,5.45,90.5,0
Queen of Alberni,2017/3/24,5:15:00,6.85,5.45,90.5,0
Queen of Coquitlam,2017/3/24,6:20:00,7,5.6,91,0
Queen of Cowichan,2017/3/24,6:30:00,7,5.6,91,0
Island Sky,2017/3/24,7:00:00,7.3,5.95,91.5,0
Spirit of British Columbia,2017/3/24,7:00:00,7.3,5.95,91.5,0
Coastal Inspiration,2017/3/24,7:45:00,7.3,5.95,91.5,0
Queen of Alberni,2017/3/24,7:45:00,7.3,5.95,91.5,0
Queen of Oak Bay,2017/3/24,8:30:00,7.6,6.2,91,0
Queen of Coquitlam,2017/3/24,8:25:00,7.6,6.2,91,0
Coastal Reissance,2017/3/24,9:00:00,7.8,6.3,90,0
Island Sky,2017/3/24,9:10:00,7.8,6.3,90,0
Queen of Cowichan,2017/3/24,10:30:00,8.2,6.6,89.5,0
Queen of Alberni,2017/3/24,10:15:00,8.2,6.6,89.5,0
Coastal Inspiration,2017/3/24,10:15:00,8.2,6.6,89.5,1
Queen of Coquitlam,2017/3/24,10:25:00,8.2,6.6,89.5,1
Queen of imo,2017/3/24,10:10:00,8.2,6.6,89.5,0
Queen of New Westminster,2017/3/24,10:00:00,8.2,6.6,89.5,0
Island Sky,2017/3/24,11:20:00,8.45,6.9,90,0
Spirit of British Columbia,2017/3/24,11:00:00,8.45,6.9,90,0
Queen of Oak Bay,2017/3/24,12:30:00,9.15,6.95,86.5,1
Coastal Inspiration,2017/3/24,12:45:00,9.15,6.95,86.5,0
Queen of Alberni,2017/3/24,12:45:00,9.15,6.95,86.5,0
Queen of Coquitlam,2017/3/24,12:35:00,9.15,6.95,86.5,1
Coastal Reissance,2017/3/24,13:00:00,9.5,7.05,85,0
Island Sky,2017/3/24,13:30:00,9.5,7.05,85,1
Queen of Coquitlam,2017/3/24,14:45:00,9.75,7.5,86,1
Queen of New Westminster,2017/3/24,14:00:00,9.75,7.5,86,0
Island Sky,2017/3/24,15:45:00,10.1,7.75,85.5,1
Queen of Alberni,2017/3/24,15:15:00,10.1,7.75,85.5,1
Coastal Inspiration,2017/3/24,15:15:00,10.1,7.75,85.5,1
